date,satFinal,snd,tempD,rh,sw,lwin,ws,Pa,tempS,sdn,emi,z,albedo
2000/1/18 03:00,-40.66922529,0.0,-43.97242818,0.702538531,0.122832813,144.2109593,3.960537184,101583.0764,,0,0.92,0.001,0.17
2000/1/18 06:00,-40.78498295,0.0,-44.08131068,0.702774731,0.0,144.4676427,3.90175731,101615.4702,,0,0.92,0.001,0.17
2000/1/18 09:00,-40.88979056,0.0,-44.14865239,0.705384716,0.0,144.3792394,3.80112338,101660.9056,,0,0.92,0.001,0.17
2000/1/18 12:00,-41.05638773,0.0,-44.24449542,0.710429587,0.0,144.2319006,3.759156204,101723.0288,,0,0.92,0.001,0.17
2000/1/18 15:00,-41.44120373,0.0,-44.68870935,0.704887921,0.122832813,143.9457495,3.694606851,101732.9853,,0,0.92,0.001,0.17
2000/1/18 18:00,-41.67037261,0.0,-44.87064178,0.707975309,0.0,144.055094,3.577983095,101703.6766,,0,0.92,0.001,0.17
2000/1/18 21:00,-41.93317379,0.0,-45.11669702,0.70862788,0.0,143.686747,3.492529084,101739.1555,,0,0.92,0.001,0.17
2000/1/19 00:00,-42.49060745,0.0,-45.64865092,0.709240348,0.0,141.7984386,3.401213962,101789.6393,,0,0.92,0.001,0.17
2000/1/19 03:00,-43.41072054,0.0,-46.49820375,0.712537223,0.144417346,140.5087149,3.633530453,101819.5089,,0,0.92,0.001,0.17
2000/1/19 06:00,-43.57743093,0.0,-46.56434448,0.72016723,0.0,140.6660597,3.636903053,101830.5873,,0,0.92,0.001,0.17
2000/1/19 09:00,-43.59346077,0.0,-46.76426491,0.705485479,0.0,140.5905677,3.650404643,101848.3969,,0,0.92,0.001,0.17
2000/1/19 12:00,-43.54056228,0.0,-46.58934698,0.71530075,0.0,140.4546823,3.729140942,101928.7503,,0,0.92,0.001,0.17
2000/1/19 15:00,-43.85635023,0.0,-47.00287854,0.706744329,0.144417346,138.9535812,4.009065685,101994.7999,,0,0.92,0.001,0.17
2000/1/19 18:00,-43.53174587,0.0,-46.51565154,0.72051916,0.0,139.2921066,4.094090494,101968.1557,,0,0.92,0.001,0.17
2000/1/19 21:00,-43.21916389,0.0,-46.21502112,0.720313492,0.0,139.7450582,4.049653734,102004.0553,,0,0.92,0.001,0.17
2000/1/20 00:00,-43.16358475,0.0,-46.01846484,0.73181484,0.0,139.052657,4.009216657,102114.8392,,0,0.92,0.001,0.17
2000/1/20 03:00,-42.99323916,0.0,-46.18041202,0.705704265,0.173130203,138.7412308,4.083596967,102192.2477,,0,0.92,0.001,0.17
2000/1/20 06:00,-42.99969776,0.0,-46.02382336,0.71858391,0.0,139.0831572,4.025155097,102175.7002,,0,0.92,0.001,0.17
2000/1/20 09:00,-43.00777101,0.0,-46.0253909,0.719083382,0.0,139.5101592,3.994546183,102252.688,,0,0.92,0.001,0.17
2000/1/20 12:00,-43.12079653,0.0,-46.17633029,0.715788179,0.0,139.6931601,3.809537366,102356.4602,,0,0.92,0.001,0.17
2000/1/20 15:00,-43.27176632,0.0,-46.52108577,0.700136712,0.173130203,139.5952348,3.579082776,102513.8014,,0,0.92,0.001,0.17
2000/1/20 18:00,-43.12160385,0.0,-46.28073408,0.70758714,0.0,139.6626599,3.561589678,102516.4659,,0,0.92,0.001,0.17
2000/1/20 21:00,-43.10222805,0.0,-46.27556972,0.706517527,0.0,139.7541604,3.541249092,102551.9448,,0,0.92,0.001,0.17
2000/1/21 00:00,-43.17780128,0.0,-46.34224815,0.707028295,0.0,139.0384023,3.559448198,102651.6503,,0,0.92,0.001,0.17
2000/1/21 03:00,-43.23497308,0.0,-46.48206971,0.700403935,0.204037199,140.094914,4.067789119,102657.54,,0,0.92,0.001,0.17
2000/1/21 06:00,-42.83879667,0.0,-46.07007359,0.70264253,0.0,141.8268572,4.201155186,102614.4886,,0,0.92,0.001,0.17
2000/1/21 09:00,-42.32988713,0.0,-45.56775885,0.703410554,0.0,143.6139332,4.260703647,102668.4782,,0,0.92,0.001,0.17
2000/1/21 12:00,-41.5528338,0.0,-44.85005033,0.700780371,0.0,147.4037669,4.368544623,102691.3361,,0,0.92,0.001,0.17
2000/1/21 15:00,-40.19037346,0.0,-43.54587447,0.699761022,0.204037199,153.4671726,4.586047945,102629.3532,,0,0.92,0.001,0.17
2000/1/21 18:00,-39.36178499,0.0,-42.62194548,0.709044011,0.0,156.0002188,4.754930132,102506.6496,,0,0.92,0.001,0.17
2000/1/21 21:00,-38.55654837,0.0,-41.74235684,0.716639852,0.0,159.8670816,5.043831114,102333.1816,,0,0.92,0.001,0.17
2000/1/22 00:00,-37.71396873,0.0,-40.88967169,0.719399352,0.0,162.8538502,5.482336167,102140.642,,0,0.92,0.001,0.17
2000/1/22 03:00,-35.64539225,0.0,-39.16455281,0.698938883,0.238839537,171.3843075,6.260118795,101810.9547,,0,0.92,0.001,0.17
2000/1/22 06:00,-33.19582649,0.0,-36.62802293,0.711103983,0.0,186.7980117,6.085734322,101553.7678,,0,0.92,0.001,0.17
2000/1/22 09:00,-31.13946121,0.0,-34.55936292,0.716759599,0.0,198.9959808,5.962506522,101495.2907,,0,0.92,0.001,0.17
2000/1/22 12:00,-31.18423559,0.0,-34.41884093,0.729917078,0.0,191.5806126,5.521997484,101487.017,,0,0.92,0.001,0.17
2000/1/22 15:00,-32.72040395,0.0,-36.0591761,0.7189377,0.238839537,171.3375719,5.643705049,101617.4335,,0,0.92,0.001,0.17
2000/1/22 18:00,-32.50060244,0.0,-35.84846306,0.718786858,0.0,175.2076043,5.681811848,101623.744,,0,0.92,0.001,0.17
2000/1/22 21:00,-31.0515406,0.0,-34.39372718,0.722491169,0.0,189.3373079,5.741606458,101628.3716,,0,0.92,0.001,0.17
2000/1/23 00:00,-29.06236072,0.0,-32.34183271,0.731360205,0.0,199.8568357,5.881174449,101601.0262,,0,0.92,0.001,0.17
2000/1/23 03:00,-27.05019337,0.0,-30.34872966,0.734358213,0.269928431,206.7492066,6.072408718,101461.7751,,0,0.92,0.001,0.17
2000/1/23 06:00,-24.35044717,0.0,-27.48682675,0.75123692,0.0,215.7367755,6.752985567,101275.8264,,0,0.92,0.001,0.17
2000/1/23 09:00,-22.00713271,0.0,-25.07524094,0.760543929,0.0,222.4647734,7.26444936,101037.2905,,0,0.92,0.001,0.17
2000/1/23 12:00,-20.30001222,0.0,-23.43490852,0.759250393,0.0,229.4258429,8.499775902,100753.7398,,0,0.92,0.001,0.17
2000/1/23 15:00,-17.93059749,0.0,-20.92518583,0.773110921,0.269928431,234.5002559,9.454466604,100512.9601,,0,0.92,0.001,0.17
2000/1/23 18:00,-16.49263599,0.0,-19.42644838,0.77973548,0.0,235.1438643,10.11956899,100349.1682,,0,0.92,0.001,0.17
2000/1/23 21:00,-16.80991734,0.0,-19.83484613,0.773085866,0.0,232.0051678,10.1908573,100392.9208,,0,0.92,0.001,0.17
2000/1/24 00:00,-17.62412407,0.0,-20.69466518,0.768571451,0.0,225.4676758,9.852173402,100499.2173,,0,0.92,0.001,0.17
2000/1/24 03:00,-18.96551787,0.0,-21.93496552,0.772947815,0.304040139,217.412369,8.613576553,100514.5026,,0,0.92,0.001,0.17
2000/1/24 06:00,-19.18053181,0.0,-22.12834156,0.774032781,0.0,215.8776782,8.710073732,100475.2375,,0,0.92,0.001,0.17
2000/1/24 09:00,-18.37993065,0.0,-21.42228103,0.769081795,0.0,220.9373361,9.418680612,100379.8792,,0,0.92,0.001,0.17
2000/1/24 12:00,-16.81863623,0.0,-19.824761,0.774325023,0.0,230.4961973,10.39126443,100197.5765,,0,0.92,0.001,0.17
2000/1/24 15:00,-17.83913801,0.0,-20.88422275,0.769883486,0.304040139,226.8311166,10.2383577,100274.2839,,0,0.92,0.001,0.17
